# Simulation 2 (Up to date),,,,,,,,,,,,,,vlookup value due max AoA,0,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 456 data points written for 54 variables.,,,,,,,,,,,,,,powered flight max,8.753,0.000178,19.121,3.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Tiempo (s),Altitud (m),Velocidad vertical (m/s),Aceleración vertical (m/s²),Velocidad total (m/s),Aceleración total (m/s²),Posición al este del lanzamiento (m),Posición al norte del lanzamiento (m),Distancia lateral (m),Dirección lateral (°),Velocidad horizontal (m/s),Aceleración horizontal (m/s²),Latitud (°),Longitud (°),Aceleración gravitacional (m/s²),Ángulo de ataque (°),Tasa de rotación (°/s),Tasa de cabeceo (°/s),Tasa de guiñada (°/s),Masa (g),Masa del propulsor (g),Momento de inercia longitudinal (kg·m²),Momento de inercia rotacional (kg·m²),Situación del CP (cm),Situación del CG (cm),Margen de estabilidad en Calibres (​),Número Mach (​),Número de Reynolds (​),Empuje (N),Fuerza de rozamiento (N),Coeficiente de rozamiento (​),Coeficiente de rozamiento axial (​),Coeficiente de rozamiento por fricción (​),Presión del Coeficiente de rozamiento (​),Coeficiente de rozamiento base (​),Coeficiente de rozamiento normal (​),Coeficiente del momento del cabeceo (​),Coeficiente del momento de guiñada (​),Coeficiente de la fuerza lateral (​),Coeficiente del momento de rotación (​),Coeficiente de la fuerza de rotación (​),Coeficiente de amortiguación de la rotación (​),Coeficiente de amortiguación del cabeceo (​),Aceleración Coriolis (m/s²),Longitud de referencia  (cm),Área de referencia (cm²),Orientación vertical (zenit) (°),Orientación lateral (azimut) (°),Velocidad del viento (m/s),Temperatura del aire (°C),Presión del aire (mbar),Velocidad del sonido (m/s),Intervalos de tiempo en la Simulación (s),Cálculo del tiempo (s)
# Event IGNITION occurred at t=0 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,301.66,139.767,-17.704,140.023,17.745,15.463,0.001,15.463,0.004,8.453,1.196,20,-103.6,9.781,0.253,-1.54E-06,-1.388,-0.021,3125.288,245.056,0.148,0.003,75.682,60.905,1.847,0.42,9.14E+06,0,24.958,0.485,0.485,0.275,0.067,0.143,0.037,0.068,-2.31E-04,0,0,0,0,-9.23E-06,0.019,8,50.265,85.926,-0.009,2.203,4.264,830.21,333.883,0.05,0.03
2.755,306.205,139.192,-17.629,139.445,17.673,15.738,0.001,15.738,0.004,8.411,1.239,20,-103.6,9.781,0.276,8.58E-06,2.293,-0.028,3125.288,245.056,0.148,0.003,75.66,60.905,1.844,0.418,9.10E+06,0,24.734,0.484,0.485,0.275,0.067,0.143,0.04,0.074,-3.99E-05,0,0,0,0,2.54E-05,0.019,8,50.265,85.911,0.006,2.223,4.235,829.75,333.865,0.033,0.03
2.789,310.848,138.603,-17.568,138.856,17.6,16.018,0.001,16.018,0.004,8.372,1.052,20,-103.6,9.781,0.194,-4.37E-05,5.763,-0.06,3125.288,245.056,0.148,0.003,75.721,60.905,1.852,0.416,9.06E+06,0,24.505,0.484,0.484,0.275,0.067,0.143,0.028,0.052,2.22E-04,0,0,0,0,1.62E-04,0.019,8,50.265,85.767,0.019,2.36,4.204,829.28,333.847,0.033,0.03
2.838,317.634,137.742,-17.508,137.994,17.514,16.428,0.001,16.428,0.004,8.336,0.429,20,-103.6,9.781,0.089,-2.34E-05,-6.505,-0.074,3125.288,245.056,0.148,0.003,75.797,60.905,1.861,0.414,9.00E+06,0,24.171,0.484,0.484,0.275,0.067,0.142,0.013,0.024,4.66E-04,0,0,0,0,-2.09E-04,0.019,8,50.265,85.425,0.018,2.437,4.16,828.593,333.82,0.049,0.031
2.888,324.499,136.868,-17.448,137.121,17.448,16.845,0.001,16.845,0.004,8.332,0.11,20,-103.6,9.781,0.334,-6.58E-05,-1.768,-0.008,3125.288,245.056,0.148,0.003,75.602,60.905,1.837,0.411,8.93E+06,0,23.84,0.484,0.484,0.275,0.067,0.142,0.049,0.09,1.08E-04,0,0,0,0,-1.56E-05,0.019,8,50.265,85.185,-0.006,2.306,4.116,827.898,333.793,0.05,0.031
2.914,328.1,136.408,-17.395,136.663,17.396,17.065,0.001,17.065,0.004,8.338,0.141,20,-103.6,9.781,0.349,2.84E-05,2.24,-0.038,3125.288,245.056,0.148,0.003,75.587,60.905,1.835,0.41,8.90E+06,0,23.666,0.484,0.484,0.275,0.067,0.142,0.051,0.093,-3.05E-04,0,0,0,0,2.52E-05,0.019,8,50.265,85.192,-0.015,2.293,4.092,827.533,333.779,0.026,0.031
2.942,331.895,135.925,-17.307,136.18,17.308,17.297,0.001,17.297,0.004,8.338,0.184,20,-103.6,9.781,0.2,-1.01E-05,5.346,-0.045,3125.288,245.056,0.148,0.003,75.699,60.905,1.849,0.409,8.87E+06,0,23.479,0.483,0.483,0.275,0.067,0.142,0.029,0.054,-4.95E-04,0,0,0,0,1.45E-04,0.019,8,50.265,85.304,-0.017,2.355,4.068,827.149,333.764,0.028,0.031
2.984,337.563,135.204,-17.177,135.46,17.191,17.645,0.001,17.645,0.004,8.319,0.685,20,-103.6,9.781,0.042,2.31E-05,-6.303,-0.182,3125.288,245.056,0.148,0.003,75.819,60.905,1.864,0.406,8.82E+06,0,23.202,0.483,0.483,0.275,0.067,0.141,0.006,0.011,-8.16E-05,0,0,0,0,-2.03E-04,0.019,8,50.265,85.571,-0.005,2.277,4.031,826.576,333.742,0.042,0.031
3.034,344.302,134.349,-17.035,134.603,17.082,18.06,0.001,18.06,0.004,8.268,1.255,20,-103.6,9.781,0.318,2.01E-05,-2.572,-0.051,3125.288,245.056,0.148,0.003,75.599,60.905,1.837,0.404,8.76E+06,0,22.89,0.483,0.483,0.275,0.067,0.141,0.046,0.085,-3.69E-04,0,0,0,0,-3.43E-05,0.018,8,50.265,85.825,0.022,2.361,3.987,825.894,333.715,0.05,0.032
3.063,348.241,133.85,-16.968,134.102,17.025,18.302,0.001,18.302,0.004,8.227,1.385,20,-103.6,9.781,0.383,2.56E-05,1.725,-0.032,3125.288,245.056,0.148,0.003,75.545,60.905,1.83,0.402,8.72E+06,0,22.709,0.483,0.483,0.275,0.067,0.141,0.056,0.102,3.76E-05,0,0,0,0,1.55E-05,0.018,8,50.265,85.838,0.032,2.425,3.961,825.495,333.7,0.029,0.032
3.09,351.77,133.402,-16.926,133.653,16.968,18.519,0.001,18.519,0.004,8.192,1.195,20,-103.6,9.781,0.296,2.99E-05,5.264,-0.055,3125.288,245.056,0.148,0.003,75.61,60.905,1.838,0.401,8.69E+06,0,22.539,0.483,0.483,0.275,0.067,0.141,0.043,0.079,3.32E-04,0,0,0,0,1.46E-04,0.018,8,50.265,85.741,0.035,2.435,3.938,825.138,333.686,0.026,0.032
3.125,356.435,132.81,-16.892,133.06,16.906,18.805,0.001,18.805,0.004,8.159,0.674,20,-103.6,9.781,0.046,7.54E-05,7.577,-0.331,3125.288,245.056,0.148,0.003,75.802,60.905,1.862,0.399,8.65E+06,0,22.313,0.482,0.482,0.275,0.066,0.141,0.007,0.012,1.57E-04,0,0,0,0,3.04E-04,0.018,8,50.265,85.502,0.033,2.382,3.908,824.666,333.667,0.035,0.032
3.175,363.054,131.966,-16.851,132.217,16.851,19.213,0.002,19.213,0.004,8.146,0.011,20,-103.6,9.781,0.292,3.84E-05,-4.385,-0.057,3125.288,245.056,0.148,0.003,75.604,60.905,1.837,0.397,8.59E+06,0,22.007,0.482,0.482,0.275,0.066,0.14,0.042,0.078,-1.38E-04,0,0,0,0,-1.03E-04,0.018,8,50.265,85.163,0.018,2.265,3.865,823.996,333.641,0.05,0.033
3.207,367.298,131.423,-16.807,131.676,16.808,19.476,0.002,19.476,0.005,8.152,0.203,20,-103.6,9.781,0.389,1.21E-05,-0.16,-0.039,3125.288,245.056,0.148,0.003,75.527,60.905,1.828,0.395,8.55E+06,0,21.814,0.482,0.482,0.275,0.066,0.14,0.057,0.103,-3.09E-04,0,0,0,0,-1.39E-07,0.018,8,50.265,85.083,0.004,2.24,3.838,823.566,333.624,0.032,0.033
3.234,370.836,130.971,-16.733,131.225,16.733,19.695,0.002,19.695,0.005,8.155,0.037,20,-103.6,9.781,0.273,4.28E-06,3.213,-0.052,3125.288,245.056,0.148,0.003,75.613,60.905,1.838,0.394,8.52E+06,0,21.65,0.482,0.482,0.275,0.066,0.14,0.04,0.073,4.52E-04,0,0,0,0,5.62E-05,0.018,8,50.265,85.129,-0.006,2.379,3.815,823.208,333.611,0.027,0.033
3.274,375.998,130.312,-16.612,130.566,16.622,20.017,0.002,20.017,0.005,8.143,0.56,20,-103.6,9.781,0.009,-3.84E-06,4.98,-0.703,3125.288,245.056,0.148,0.003,75.816,60.905,1.864,0.392,8.47E+06,0,21.413,0.482,0.482,0.275,0.066,0.14,0.001,0.002,-4.90E-04,0,0,0,0,1.36E-04,0.018,8,50.265,85.313,-0.011,2.541,3.781,822.685,333.59,0.04,0.033
3.324,382.493,129.485,-16.488,129.738,16.515,20.424,0.002,20.424,0.005,8.099,0.942,20,-103.6,9.781,0.194,-4.79E-05,-2.111,-1.70E-04,3125.288,245.056,0.148,0.003,75.666,60.905,1.845,0.389,8.42E+06,0,21.12,0.481,0.481,0.275,0.066,0.14,0.028,0.052,1.49E-04,0,0,0,0,-2.49E-05,0.018,8,50.265,85.525,0.003,2.544,3.739,822.028,333.565,0.05,0.033
3.373,388.87,128.673,-16.397,128.925,16.422,20.823,0.002,20.823,0.005,8.051,0.905,20,-103.6,9.781,0.185,-2.52E-06,0.987,-0.055,3125.288,245.056,0.148,0.003,75.669,60.905,1.845,0.387,8.36E+06,0,20.827,0.481,0.481,0.275,0.066,0.139,0.027,0.049,-3.80E-04,0,0,0,0,5.50E-06,0.018,8,50.265,85.553,0.021,2.399,3.697,821.383,333.539,0.049,0.034
3.423,395.284,127.855,-16.32,128.106,16.335,21.224,0.002,21.224,0.005,8.011,0.695,20,-103.6,9.781,0.078,7.82E-07,3.11,-0.085,3125.288,245.056,0.148,0.003,75.748,60.905,1.855,0.385,8.30E+06,0,20.538,0.481,0.481,0.275,0.066,0.139,0.011,0.021,4.59E-04,0,0,0,0,5.53E-05,0.018,8,50.265,85.421,0.032,2.397,3.656,820.733,333.514,0.05,0.034
3.473,401.656,127.041,-16.252,127.291,16.258,21.624,0.002,21.624,0.005,7.983,0.42,20,-103.6,9.781,0.07,-3.92E-05,-3.615,-0.059,3125.288,245.056,0.148,0.003,75.749,60.905,1.855,0.382,8.24E+06,0,20.256,0.481,0.481,0.276,0.066,0.139,0.01,0.019,-1.30E-04,0,0,0,0,-7.56E-05,0.017,8,50.265,85.228,0.025,2.453,3.614,820.088,333.489,0.05,0.034
3.523,407.988,126.23,-16.18,126.481,16.181,22.023,0.002,22.023,0.005,7.969,0.226,20,-103.6,9.781,0.175,8.25E-06,-1.245,-0.053,3125.288,245.056,0.148,0.003,75.663,60.905,1.845,0.38,8.19E+06,0,19.977,0.48,0.48,0.276,0.066,0.139,0.025,0.047,2.59E-04,0,0,0,0,-9.09E-06,0.017,8,50.265,85.097,-0.002,2.437,3.573,819.448,333.464,0.05,0.034
3.573,414.279,125.423,-16.082,125.675,16.085,22.421,0.002,22.421,0.005,7.958,0.332,20,-103.6,9.781,0.117,0,1.698,-0.085,3125.288,245.056,0.148,0.003,75.704,60.905,1.85,0.377,8.13E+06,0,19.702,0.48,0.48,0.276,0.066,0.139,0.017,0.031,2.11E-04,0,0,0,0,1.71E-05,0.017,8,50.265,85.117,-0.03,2.481,3.532,818.811,333.439,0.05,0.035
3.623,420.53,124.622,-15.976,124.874,15.985,22.818,0.002,22.818,0.005,7.934,0.553,20,-103.6,9.781,0.01,-2.78E-05,-2.019,-0.55,3125.288,245.056,0.148,0.003,75.783,60.905,1.86,0.375,8.08E+06,0,19.429,0.48,0.48,0.276,0.066,0.138,0.002,0.002,-4.93E-04,0,0,0,0,-2.45E-05,0.017,8,50.265,85.234,-0.03,2.499,3.492,818.178,333.415,0.05,0.035
3.673,426.741,123.825,-15.88,124.077,15.894,23.214,0.002,23.214,0.006,7.903,0.658,20,-103.6,9.781,0.077,-1.94E-05,-1.409,-0.052,3125.288,245.056,0.148,0.003,75.726,60.905,1.853,0.373,8.02E+06,0,19.158,0.48,0.48,0.276,0.066,0.138,0.011,0.021,-2.98E-05,0,0,0,0,-1.21E-05,0.017,8,50.265,85.336,2.06E-04,2.383,3.451,817.549,333.39,0.05,0.035
3.723,432.913,123.034,-15.788,123.285,15.806,23.608,0.002,23.608,0.006,7.868,0.757,20,-103.6,9.781,0.139,-1.24E-06,-0.133,-0.058,3125.288,245.056,0.148,0.003,75.673,60.905,1.846,0.37,7.96E+06,0,18.895,0.479,0.479,0.276,0.066,0.138,0.02,0.037,2.26E-04,0,0,0,0,-1.09E-07,0.017,8,50.265,85.374,0.041,2.395,3.411,816.925,333.366,0.05,0.036
3.773,439.045,122.246,-15.71,122.497,15.725,24.001,0.002,24.001,0.006,7.829,0.675,20,-103.6,9.781,0.095,-2.03E-06,2.7,-0.1,3125.288,245.056,0.148,0.003,75.704,60.905,1.85,0.368,7.91E+06,0,18.634,0.479,0.479,0.276,0.066,0.138,0.014,0.025,-3.22E-04,0,0,0,0,4.56E-05,0.017,8,50.265,85.302,0.06,2.443,3.371,816.304,333.342,0.05,0.036
3.823,445.137,121.462,-15.642,121.713,15.65,24.392,0.002,24.392,0.006,7.802,0.495,20,-103.6,9.781,0.01,-2.42E-05,-2.584,-0.606,3125.288,245.056,0.148,0.003,75.766,60.905,1.858,0.366,7.86E+06,0,18.376,0.479,0.479,0.276,0.066,0.137,0.001,0.003,2.81E-04,0,0,0,0,-4.23E-05,0.017,8,50.265,85.153,0.04,2.454,3.332,815.687,333.318,0.05,0.036
3.873,451.191,120.682,-15.586,120.933,15.587,24.781,0.003,24.781,0.006,7.781,0.203,20,-103.6,9.781,0.182,1.41E-05,-2.282,-0.071,3125.288,245.056,0.148,0.003,75.628,60.905,1.84,0.363,7.80E+06,0,18.121,0.479,0.479,0.276,0.065,0.137,0.026,0.048,-8.23E-05,0,0,0,0,-3.34E-05,0.017,8,50.265,85.018,3.12E-04,2.347,3.292,815.075,333.294,0.05,0.037
3.923,457.206,119.904,-15.509,120.156,15.51,25.17,0.003,25.17,0.006,7.779,0.141,20,-103.6,9.781,0.215,7.66E-06,2.395,-0.101,3125.288,245.056,0.148,0.003,75.598,60.905,1.837,0.361,7.75E+06,0,17.866,0.478,0.478,0.276,0.065,0.137,0.031,0.057,4.41E-04,0,0,0,0,3.73E-05,0.016,8,50.265,85.02,-0.034,2.169,3.253,814.466,333.27,0.05,0.037
3.973,463.182,119.131,-15.399,119.384,15.407,25.559,0.003,25.559,0.006,7.764,0.503,20,-103.6,9.781,0.009,-6.60E-05,-3.351,-1.565,3125.288,245.056,0.148,0.003,75.755,60.905,1.856,0.359,7.69E+06,0,17.62,0.478,0.478,0.276,0.065,0.137,0.001,0.002,-2.81E-04,0,0,0,0,-7.39E-05,0.016,8,50.265,85.189,-0.04,2.295,3.214,813.861,333.247,0.05,0.037
4.023,469.119,118.364,-15.294,118.616,15.317,25.946,0.003,25.946,0.006,7.728,0.847,20,-103.6,9.781,0.225,-2.13E-05,-1.669,-0.086,3125.288,245.056,0.148,0.003,75.581,60.905,1.834,0.357,7.64E+06,0,17.381,0.478,0.478,0.276,0.065,0.137,0.033,0.06,2.19E-04,0,0,0,0,-1.86E-05,0.016,8,50.265,85.346,-0.009,2.415,3.176,813.26,333.223,0.05,0.038
4.073,475.018,117.602,-15.215,117.852,15.24,26.331,0.003,26.331,0.006,7.682,0.875,20,-103.6,9.781,0.248,-4.20E-05,2.161,-0.109,3125.288,245.056,0.148,0.003,75.56,60.905,1.832,0.354,7.59E+06,0,17.142,0.478,0.478,0.276,0.065,0.136,0.036,0.066,-2.16E-05,0,0,0,0,3.15E-05,0.016,8,50.265,85.334,0.04,2.46,3.137,812.663,333.2,0.05,0.038
4.123,480.879,116.842,-15.158,117.092,15.171,26.714,0.003,26.714,0.006,7.643,0.623,20,-103.6,9.781,0.092,1.49E-05,4.635,-0.235,3125.288,245.056,0.148,0.003,75.678,60.905,1.847,0.352,7.54E+06,0,16.902,0.477,0.477,0.276,0.065,0.136,0.013,0.025,3.19E-06,0,0,0,0,1.47E-04,0.016,8,50.265,85.142,0.063,2.473,3.099,812.07,333.177,0.05,0.038
4.173,486.702,116.086,-15.105,116.336,15.109,27.096,0.003,27.096,0.006,7.62,0.378,20,-103.6,9.781,0.07,-4.36E-05,-4.519,-0.23,3125.288,245.056,0.148,0.003,75.691,60.905,1.848,0.35,7.48E+06,0,16.67,0.477,0.477,0.276,0.065,0.136,0.01,0.019,4.24E-04,0,0,0,0,-1.42E-04,0.016,8,50.265,84.888,0.044,2.597,3.061,811.48,333.154,0.05,0.039
4.223,492.488,115.332,-15.048,115.582,15.05,27.477,0.003,27.477,0.006,7.605,0.203,20,-103.6,9.781,0.189,-3.45E-05,-3.073,-0.058,3125.288,245.056,0.148,0.003,75.594,60.905,1.836,0.348,7.43E+06,0,16.443,0.477,0.477,0.276,0.065,0.136,0.027,0.05,-2.48E-05,0,0,0,0,-6.63E-05,0.016,8,50.265,84.689,-2.16E-04,2.718,3.024,810.895,333.131,0.05,0.039
4.273,498.236,114.581,-14.984,114.833,14.985,27.857,0.003,27.857,0.007,7.599,0.104,20,-103.6,9.781,0.254,-1.97E-05,0.177,-0.058,3125.288,245.056,0.148,0.003,75.54,60.905,1.829,0.345,7.38E+06,0,16.214,0.477,0.477,0.276,0.065,0.136,0.037,0.067,-3.93E-04,0,0,0,0,2.24E-07,0.016,8,50.265,84.621,-0.037,2.657,2.986,810.313,333.109,0.05,0.04
4.323,503.946,113.834,-14.899,114.087,14.9,28.236,0.003,28.236,0.007,7.592,0.225,20,-103.6,9.781,0.169,-4.83E-05,3.508,-0.081,3125.288,245.056,0.148,0.003,75.602,60.905,1.837,0.343,7.33E+06,0,15.985,0.477,0.477,0.276,0.065,0.135,0.024,0.045,3.07E-04,0,0,0,0,8.86E-05,0.016,8,50.265,84.727,-0.041,2.565,2.949,809.735,333.086,0.05,0.04
4.373,509.619,113.091,-14.806,113.345,14.812,28.616,0.003,28.616,0.007,7.575,0.438,20,-103.6,9.781,0.015,2.10E-05,4.368,-0.541,3125.288,245.056,0.148,0.003,75.719,60.905,1.852,0.341,7.28E+06,0,15.757,0.476,0.476,0.276,0.065,0.135,0.002,0.004,4.34E-04,0,0,0,0,1.39E-04,0.016,8,50.265,84.945,-0.015,2.416,2.912,809.161,333.064,0.05,0.04
4.423,515.255,112.353,-14.713,112.606,14.729,28.994,0.003,28.994,0.007,7.548,0.688,20,-103.6,9.781,0.169,4.94E-06,-3.977,-0.022,3125.288,245.056,0.148,0.003,75.595,60.905,1.836,0.339,7.23E+06,0,15.535,0.476,0.476,0.276,0.065,0.135,0.024,0.045,1.47E-04,0,0,0,0,-1.17E-04,0.015,8,50.265,85.169,0.024,2.294,2.876,808.59,333.042,0.05,0.041
4.473,520.854,111.62,-14.635,111.872,14.657,29.37,0.003,29.37,0.007,7.507,0.798,20,-103.6,9.781,0.255,3.29E-05,-0.404,-0.042,3125.288,245.056,0.148,0.003,75.524,60.905,1.827,0.336,7.18E+06,0,15.319,0.476,0.476,0.276,0.065,0.135,0.037,0.067,-2.69E-04,0,0,0,0,-1.22E-06,0.015,8,50.265,85.281,0.054,2.238,2.839,808.024,333.02,0.05,0.041
4.523,526.417,110.889,-14.575,111.141,14.591,29.745,0.004,29.745,0.007,7.47,0.679,20,-103.6,9.781,0.179,2.92E-05,2.161,-0.049,3125.288,245.056,0.148,0.003,75.579,60.905,1.834,0.334,7.13E+06,0,15.101,0.476,0.476,0.276,0.065,0.135,0.026,0.047,-1.08E-04,0,0,0,0,3.54E-05,0.015,8,50.265,85.227,0.059,2.141,2.803,807.461,332.998,0.05,0.041
4.573,531.943,110.162,-14.525,110.413,14.532,30.117,0.004,30.117,0.007,7.441,0.453,20,-103.6,9.781,0.02,1.77E-05,3.666,-0.314,3125.288,245.056,0.148,0.003,75.701,60.905,1.849,0.332,7.08E+06,0,14.887,0.476,0.476,0.277,0.065,0.134,0.003,0.006,3.45E-04,0,0,0,0,1.03E-04,0.015,8,50.265,85.061,0.036,2.111,2.767,806.901,332.976,0.05,0.041
4.623,537.433,109.437,-14.474,109.689,14.476,30.489,0.004,30.489,0.007,7.425,0.28,20,-103.6,9.781,0.108,6.31E-05,-2.748,-0.069,3125.288,245.056,0.148,0.003,75.628,60.905,1.84,0.33,7.03E+06,0,14.68,0.475,0.475,0.277,0.065,0.134,0.016,0.029,2.42E-04,0,0,0,0,-5.89E-05,0.015,8,50.265,84.885,0.001,2.141,2.732,806.346,332.954,0.05,0.042
4.673,542.887,108.715,-14.417,108.967,14.419,30.86,0.004,30.86,0.007,7.413,0.179,20,-103.6,9.781,0.184,-6.37E-06,-1.347,0.014,3125.288,245.056,0.148,0.003,75.565,60.905,1.833,0.328,6.98E+06,0,14.475,0.475,0.475,0.277,0.065,0.134,0.026,0.049,2.80E-04,0,0,0,0,-1.43E-05,0.015,8,50.265,84.78,-0.026,2.161,2.696,805.794,332.933,0.05,0.042
4.723,548.305,107.995,-14.357,108.249,14.357,31.23,0.004,31.23,0.007,7.406,0.116,20,-103.6,9.781,0.227,2.29E-05,1.347,0.002,3125.288,245.056,0.148,0.003,75.528,60.905,1.828,0.326,6.93E+06,0,14.269,0.475,0.475,0.277,0.064,0.134,0.033,0.059,-4.62E-04,0,0,0,0,1.45E-05,0.015,8,50.265,84.786,-0.03,2.005,2.661,805.245,332.911,0.05,0.042
4.773,553.687,107.279,-14.269,107.534,14.274,31.6,0.004,31.6,0.007,7.398,0.369,20,-103.6,9.781,0.032,2.87E-05,3.935,-0.121,3125.288,245.056,0.148,0.003,75.677,60.905,1.846,0.324,6.88E+06,0,14.067,0.475,0.475,0.277,0.064,0.134,0.005,0.008,3.67E-04,0,0,0,0,1.26E-04,0.015,8,50.265,84.928,-0.007,2.055,2.626,804.701,332.89,0.05,0.042
4.823,559.033,106.568,-14.18,106.823,14.196,31.97,0.004,31.97,0.007,7.368,0.687,20,-103.6,9.781,0.216,-2.70E-06,-1.809,-0.053,3125.288,245.056,0.148,0.003,75.53,60.905,1.828,0.321,6.83E+06,0,13.875,0.475,0.475,0.277,0.064,0.133,0.031,0.057,-1.06E-04,0,0,0,0,-2.69E-05,0.015,8,50.265,85.088,0.032,2.235,2.591,804.159,332.869,0.05,0.043
4.873,564.344,105.861,-14.112,106.115,14.132,32.337,0.004,32.337,0.007,7.331,0.746,20,-103.6,9.781,0.27,-3.84E-06,0.919,-0.062,3125.288,245.056,0.148,0.003,75.485,60.905,1.822,0.319,6.78E+06,0,13.68,0.474,0.474,0.277,0.064,0.133,0.039,0.071,-2.99E-05,0,0,0,0,7.04E-06,0.015,8,50.265,85.116,0.067,2.232,2.557,803.622,332.848,0.05,0.043
4.923,569.619,105.157,-14.067,105.41,14.077,32.703,0.004,32.703,0.008,7.297,0.529,20,-103.6,9.78,0.106,-1.51E-05,3.662,-0.128,3125.288,245.056,0.148,0.003,75.61,60.905,1.838,0.317,6.73E+06,0,13.482,0.474,0.474,0.277,0.064,0.133,0.015,0.028,-3.95E-04,0,0,0,0,1.13E-04,0.014,8,50.265,84.989,0.069,2.123,2.522,803.088,332.828,0.05,0.043
4.973,574.859,104.454,-14.023,104.708,14.027,33.067,0.004,33.067,0.008,7.279,0.328,20,-103.6,9.78,0.055,2.15E-05,-3.023,-0.209,3125.288,245.056,0.148,0.003,75.646,60.905,1.843,0.315,6.69E+06,0,13.29,0.474,0.474,0.277,0.064,0.133,0.008,0.014,2.30E-04,0,0,0,0,-7.82E-05,0.014,8,50.265,84.804,0.039,2.091,2.488,802.558,332.807,0.05,0.043
5.023,580.065,103.755,-13.971,104.009,13.973,33.431,0.005,33.431,0.008,7.264,0.245,20,-103.6,9.78,0.126,-1.95E-05,-2.616,-0.028,3125.288,245.056,0.148,0.003,75.587,60.905,1.835,0.313,6.64E+06,0,13.105,0.474,0.474,0.277,0.064,0.133,0.018,0.033,3.41E-04,0,0,0,0,-5.93E-05,0.014,8,50.265,84.655,-0.002,2.21,2.455,802.031,332.786,0.05,0.043
5.073,585.235,103.057,-13.913,103.312,13.915,33.794,0.005,33.794,0.008,7.253,0.233,20,-103.6,9.78,0.137,-1.22E-05,-0.655,-1.25E-04,3125.288,245.056,0.148,0.003,75.576,60.905,1.834,0.311,6.59E+06,0,12.92,0.474,0.474,0.277,0.064,0.133,0.02,0.037,3.37E-04,0,0,0,0,-3.77E-06,0.014,8,50.265,84.576,-0.034,2.271,2.421,801.507,332.766,0.05,0.044
5.123,590.37,102.363,-13.848,102.619,13.851,34.156,0.005,34.156,0.008,7.239,0.302,20,-103.6,9.78,0.08,9.32E-07,0.258,-0.005,3125.288,245.056,0.148,0.003,75.618,60.905,1.839,0.309,6.55E+06,0,12.737,0.473,0.473,0.277,0.064,0.132,0.011,0.021,-3.68E-04,0,0,0,0,5.93E-07,0.014,8,50.265,84.572,-0.044,2.348,2.388,800.988,332.746,0.05,0.044
5.173,595.471,101.673,-13.774,101.929,13.782,34.517,0.005,34.517,0.008,7.222,0.48,20,-103.6,9.78,0.073,4.05E-06,-0.929,-0.081,3125.288,245.056,0.148,0.003,75.62,60.905,1.839,0.307,6.50E+06,0,12.56,0.473,0.473,0.277,0.064,0.132,0.01,0.02,3.45E-04,0,0,0,0,-7.78E-06,0.014,8,50.265,84.611,-0.027,2.502,2.354,800.471,332.726,0.05,0.044
5.223,600.538,100.986,-13.703,101.242,13.718,34.878,0.005,34.878,0.008,7.191,0.641,20,-103.6,9.78,0.211,-5.81E-06,1.265,-0.089,3125.288,245.056,0.148,0.003,75.509,60.905,1.825,0.305,6.46E+06,0,12.387,0.473,0.473,0.277,0.064,0.132,0.03,0.056,1.35E-04,0,0,0,0,1.46E-05,0.014,8,50.265,84.609,0.01,2.738,2.322,799.958,332.706,0.05,0.045
5.273,605.57,100.302,-13.653,100.557,13.665,35.237,0.005,35.237,0.008,7.16,0.573,20,-103.6,9.78,0.156,-1.06E-05,3.299,-0.127,3125.288,245.056,0.148,0.003,75.549,60.905,1.83,0.303,6.41E+06,0,12.211,0.473,0.473,0.277,0.064,0.132,0.022,0.041,1.58E-05,0,0,0,0,1.01E-04,0.014,8,50.265,84.494,0.049,2.791,2.289,799.449,332.686,0.05,0.045
5.323,610.568,99.621,-13.608,99.876,13.615,35.594,0.005,35.594,0.008,7.135,0.461,20,-103.6,9.78,0.056,1.61E-05,4.015,-0.424,3125.288,245.056,0.148,0.003,75.624,60.905,1.84,0.301,6.36E+06,0,12.038,0.473,0.473,0.277,0.064,0.132,0.008,0.015,1.83E-04,0,0,0,0,1.51E-04,0.014,8,50.265,84.299,0.069,2.899,2.256,798.943,332.666,0.05,0.045
5.373,615.532,98.941,-13.563,99.197,13.568,35.95,0.005,35.95,0.008,7.114,0.367,20,-103.6,9.78,0.034,-6.71E-05,-4.404,-0.632,3125.288,245.056,0.148,0.003,75.639,60.905,1.842,0.299,6.32E+06,0,11.869,0.473,0.473,0.277,0.064,0.132,0.005,0.01,2.05E-04,0,0,0,0,-1.84E-04,0.014,8,50.265,84.078,0.061,3.088,2.224,798.441,332.647,0.05,0.046
